airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,NRT,Narita International Airport,Tokyo,Japan,320
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,PEK,Beijing Capital International Airport,Beijing,China,320
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,PUS,Gimhae International Airport,Busan,South Korea,320
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,PVG,Shanghai Pudong International Airport,Shanghai,China,320
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,REP,Siem Reap International Airport,Siem-reap,Cambodia,320
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,320
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,SIN,Singapore Changi Airport,Singapore,Singapore,330 320
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,320
5J,MNL,Ninoy Aquino International Airport,Manila,Philippines,XMN,Xiamen Gaoqi International Airport,Xiamen,China,320
5J,NGO,Chubu Centrair International Airport,Nagoya,Japan,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5J,NRT,Narita International Airport,Tokyo,Japan,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5J,PEK,Beijing Capital International Airport,Beijing,China,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5J,PUS,Gimhae International Airport,Busan,South Korea,CEB,Mactan Cebu International Airport,Cebu,Philippines,320
5J,PUS,Gimhae International Airport,Busan,South Korea,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5J,PVG,Shanghai Pudong International Airport,Shanghai,China,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5J,REP,Siem Reap International Airport,Siem-reap,Cambodia,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5J,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5J,SIN,Singapore Changi Airport,Singapore,Singapore,CEB,Mactan Cebu International Airport,Cebu,Philippines,320
5J,SIN,Singapore Changi Airport,Singapore,Singapore,CRK,Diosdado Macapagal International Airport,Angeles City,Philippines,319
5J,SIN,Singapore Changi Airport,Singapore,Singapore,ILO,Iloilo International Airport,Iloilo,Philippines,319
5J,SIN,Singapore Changi Airport,Singapore,Singapore,MNL,Ninoy Aquino International Airport,Manila,Philippines,320 330
5J,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5J,XMN,Xiamen Gaoqi International Airport,Xiamen,China,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
5M,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,NEV,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,BNI
5M,NEV,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,BNI
5N,MMK,Murmansk Airport,Murmansk,Russia,TOS,"Tromsø Airport,",Tromso,Norway,AN4
5N,TOS,"Tromsø Airport,",Tromso,Norway,MMK,Murmansk Airport,Murmansk,Russia,AN4
5Q,AEP,Jorge Newbery Airpark,Buenos Aires,Argentina,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,AT7
5Q,AEP,Jorge Newbery Airpark,Buenos Aires,Argentina,PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,AT7
5Q,ASU,Silvio Pettirossi International Airport,Asuncion,Paraguay,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,AT7
5Q,CWB,Afonso Pena Airport,Curitiba,Brazil,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,AT7
5Q,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,AT7
5Q,GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,AT7 319
5Q,GRU,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,AT7 319
5Q,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,AEP,Jorge Newbery Airpark,Buenos Aires,Argentina,AT7
5Q,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,ASU,Silvio Pettirossi International Airport,Asuncion,Paraguay,AT7
5Q,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,CWB,Afonso Pena Airport,Curitiba,Brazil,AT7
5Q,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,AT7
5Q,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,AT7 319
5Q,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,GRU,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,319 AT7
5Q,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,POA,Salgado Filho Airport,Porto Alegre,Brazil,AT7
5Q,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,319
5Q,PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,AEP,Jorge Newbery Airpark,Buenos Aires,Argentina,AT7
5Q,POA,Salgado Filho Airport,Porto Alegre,Brazil,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,AT7
5Q,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,319
5U,BZE,Philip S. W. Goldson International Airport,Belize City,Belize,FRS,Mundo Maya International Airport,Flores,Guatemala,CNA
5U,FRS,Mundo Maya International Airport,Flores,Guatemala,BZE,Philip S. W. Goldson International Airport,Belize City,Belize,CNA
5U,GUA,La Aurora Airport,Guatemala City,Guatemala,SAP,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SF3
5U,GUA,La Aurora Airport,Guatemala City,Guatemala,TGU,Toncontín International Airport,Tegucigalpa,Honduras,SF3
5U,RTB,Juan Manuel Galvez International Airport,Roatan,Honduras,GUA,La Aurora Airport,Guatemala City,Guatemala,SF3
5U,SAP,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,GUA,La Aurora Airport,Guatemala City,Guatemala,SF3
5U,TGU,Toncontín International Airport,Tegucigalpa,Honduras,GUA,La Aurora Airport,Guatemala City,Guatemala,SF3
6E,BKK,Suvarnabhumi Airport,Bangkok,Thailand,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,320
6E,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DEL,Indira Gandhi International Airport,Delhi,India,320
6E,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,DXB,Dubai International Airport,Dubai,United Arab Emirates,320
6E,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,MCT,Muscat International Airport,Muscat,Oman,320
6E,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,BKK,Suvarnabhumi Airport,Bangkok,Thailand,320
6E,COK,Cochin International Airport,Kochi,India,DXB,Dubai International Airport,Dubai,United Arab Emirates,320
6E,DEL,Indira Gandhi International Airport,Delhi,India,BKK,Suvarnabhumi Airport,Bangkok,Thailand,320
6E,DEL,Indira Gandhi International Airport,Delhi,India,DXB,Dubai International Airport,Dubai,United Arab Emirates,320
6E,DEL,Indira Gandhi International Airport,Delhi,India,KTM,Tribhuvan International Airport,Kathmandu,Nepal,320
6E,DXB,Dubai International Airport,Dubai,United Arab Emirates,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,320
6E,DXB,Dubai International Airport,Dubai,United Arab Emirates,COK,Cochin International Airport,Kochi,India,320
6E,DXB,Dubai International Airport,Dubai,United Arab Emirates,DEL,Indira Gandhi International Airport,Delhi,India,320
6E,DXB,Dubai International Airport,Dubai,United Arab Emirates,MAA,Chennai International Airport,Madras,India,320
6E,DXB,Dubai International Airport,Dubai,United Arab Emirates,TRV,Trivandrum International Airport,Trivandrum,India,320
6E,KTM,Tribhuvan International Airport,Kathmandu,Nepal,DEL,Indira Gandhi International Airport,Delhi,India,320
6E,MAA,Chennai International Airport,Madras,India,DXB,Dubai International Airport,Dubai,United Arab Emirates,320
6E,MAA,Chennai International Airport,Madras,India,SIN,Singapore Changi Airport,Singapore,Singapore,320
6E,MCT,Muscat International Airport,Muscat,Oman,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,320
6E,SIN,Singapore Changi Airport,Singapore,Singapore,MAA,Chennai International Airport,Madras,India,320
6E,TRV,Trivandrum International Airport,Trivandrum,India,DXB,Dubai International Airport,Dubai,United Arab Emirates,320
6H,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,TLV,Ben Gurion International Airport,Tel-aviv,Israel,320
6H,NCE,Nice-Côte d'Azur Airport,Nice,France,TLV,Ben Gurion International Airport,Tel-aviv,Israel,320
6H,SXF,Berlin-Schönefeld Airport,Berlin,Germany,TLV,Ben Gurion International Airport,Tel-aviv,Israel,320
6H,TBS,Tbilisi International Airport,Tbilisi,Georgia,TLV,Ben Gurion International Airport,Tel-aviv,Israel,320
6H,TLV,Ben Gurion International Airport,Tel-aviv,Israel,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,320
6H,TLV,Ben Gurion International Airport,Tel-aviv,Israel,NCE,Nice-Côte d'Azur Airport,Nice,France,320
6H,TLV,Ben Gurion International Airport,Tel-aviv,Israel,SXF,Berlin-Schönefeld Airport,Berlin,Germany,320
6H,TLV,Ben Gurion International Airport,Tel-aviv,Israel,TBS,Tbilisi International Airport,Tbilisi,Georgia,320
6W,EVN,Zvartnots International Airport,Yerevan,Armenia,RTW,Saratov Central Airport,Saratov,Russia,YK2
6W,PRG,Václav Havel Airport Prague,Prague,Czech Republic,RTW,Saratov Central Airport,Saratov,Russia,E90
6W,RTW,Saratov Central Airport,Saratov,Russia,EVN,Zvartnots International Airport,Yerevan,Armenia,YK2
6W,RTW,Saratov Central Airport,Saratov,Russia,PRG,Václav Havel Airport Prague,Prague,Czech Republic,E90
6Y,RIX,Riga International Airport,Riga,Latvia,TFS,Tenerife South Airport,Tenerife,Spain,320
6Y,TFS,Tenerife South Airport,Tenerife,Spain,RIX,Riga International Airport,Riga,Latvia,320
7C,BKK,Suvarnabhumi Airport,Bangkok,Thailand,ICN,Incheon International Airport,Seoul,South Korea,737
7C,BKK,Suvarnabhumi Airport,Bangkok,Thailand,PUS,Gimhae International Airport,Busan,South Korea,737
7C,CEB,Mactan Cebu International Airport,Cebu,Philippines,ICN,Incheon International Airport,Seoul,South Korea,737
7C,CEB,Mactan Cebu International Airport,Cebu,Philippines,PUS,Gimhae International Airport,Busan,South Korea,737
7C,FUK,Fukuoka Airport,Fukuoka,Japan,ICN,Incheon International Airport,Seoul,South Korea,737
7C,GMP,Gimpo International Airport,Seoul,South Korea,KIX,Kansai International Airport,Osaka,Japan,737
7C,GMP,Gimpo International Airport,Seoul,South Korea,NGO,Chubu Centrair International Airport,Nagoya,Japan,737
7C,GUM,Antonio B. Won Pat International Airport,Agana,Guam,ICN,Incheon International Airport,Seoul,South Korea,737
7C,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,ICN,Incheon International Airport,Seoul,South Korea,737
7C,ICN,Incheon International Airport,Seoul,South Korea,BKK,Suvarnabhumi Airport,Bangkok,Thailand,737
7C,ICN,Incheon International Airport,Seoul,South Korea,CEB,Mactan Cebu International Airport,Cebu,Philippines,737
7C,ICN,Incheon International Airport,Seoul,South Korea,FUK,Fukuoka Airport,Fukuoka,Japan,737
7C,ICN,Incheon International Airport,Seoul,South Korea,GUM,Antonio B. Won Pat International Airport,Agana,Guam,737
7C,ICN,Incheon International Airport,Seoul,South Korea,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,737
7C,ICN,Incheon International Airport,Seoul,South Korea,KIX,Kansai International Airport,Osaka,Japan,737
7C,ICN,Incheon International Airport,Seoul,South Korea,MNL,Ninoy Aquino International Airport,Manila,Philippines,737
7C,ICN,Incheon International Airport,Seoul,South Korea,NGO,Chubu Centrair International Airport,Nagoya,Japan,737
7C,ICN,Incheon International Airport,Seoul,South Korea,NRT,Narita International Airport,Tokyo,Japan,737
7C,ICN,Incheon International Airport,Seoul,South Korea,TAO,Liuting Airport,Qingdao,China,737
7C,KIX,Kansai International Airport,Osaka,Japan,GMP,Gimpo International Airport,Seoul,South Korea,737
7C,KIX,Kansai International Airport,Osaka,Japan,ICN,Incheon International Airport,Seoul,South Korea,737
7C,MNL,Ninoy Aquino International Airport,Manila,Philippines,ICN,Incheon International Airport,Seoul,South Korea,737
7C,NGO,Chubu Centrair International Airport,Nagoya,Japan,GMP,Gimpo International Airport,Seoul,South Korea,737
7C,NGO,Chubu Centrair International Airport,Nagoya,Japan,ICN,Incheon International Airport,Seoul,South Korea,737
7C,NRT,Narita International Airport,Tokyo,Japan,ICN,Incheon International Airport,Seoul,South Korea,737
7C,PUS,Gimhae International Airport,Busan,South Korea,BKK,Suvarnabhumi Airport,Bangkok,Thailand,737
7C,TAO,Liuting Airport,Qingdao,China,ICN,Incheon International Airport,Seoul,South Korea,737
7I,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,CCS,Simón Bolívar International Airport,Caracas,Venezuela,M83
7I,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,CUR,Hato International Airport,Willemstad,Netherlands Antilles,M83 F50
7I,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,LRM,Casa De Campo International Airport,La Romana,Dominican Republic,M83
7I,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,MIA,Miami International Airport,Miami,United States,M83
7I,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,VLN,Arturo Michelena International Airport,Valencia,Venezuela,M83
7I,BON,Flamingo International Airport,Kralendijk,Netherlands Antilles,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,M83
7I,BRM,Barquisimeto International Airport,Barquisimeto,Venezuela,CUR,Hato International Airport,Willemstad,Netherlands Antilles,M83 F50
7I,CCS,Simón Bolívar International Airport,Caracas,Venezuela,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,M83
7I,CCS,Simón Bolívar International Airport,Caracas,Venezuela,CUR,Hato International Airport,Willemstad,Netherlands Antilles,M83 F50
7I,CLT,Charlotte Douglas International Airport,Charlotte,United States,CUR,Hato International Airport,Willemstad,Netherlands Antilles,M83
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,M83 F50
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,BRM,Barquisimeto International Airport,Barquisimeto,Venezuela,M83 F50
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,CCS,Simón Bolívar International Airport,Caracas,Venezuela,M83 F50
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,CLT,Charlotte Douglas International Airport,Charlotte,United States,M83
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,KIN,Norman Manley International Airport,Kingston,Jamaica,F50
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,LSP,Josefa Camejo International Airport,Paraguana,Venezuela,F50
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,MAR,La Chinita International Airport,Maracaibo,Venezuela,M83
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,MDE,Jose Maria Córdova International Airport,Rio Negro,Colombia,M83
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,MIA,Miami International Airport,Miami,United States,M83
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,PBM,Johan Adolf Pengel International Airport,Zandery,Suriname,M83
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,POS,Piarco International Airport,Port-of-spain,Trinidad and Tobago,733
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,M83
7I,CUR,Hato International Airport,Willemstad,Netherlands Antilles,VLN,Arturo Michelena International Airport,Valencia,Venezuela,M83
7I,KIN,Norman Manley International Airport,Kingston,Jamaica,CUR,Hato International Airport,Willemstad,Netherlands Antilles,F50
7I,LRM,Casa De Campo International Airport,La Romana,Dominican Republic,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,M83
7I,LSP,Josefa Camejo International Airport,Paraguana,Venezuela,CUR,Hato International Airport,Willemstad,Netherlands Antilles,F50
7I,MAR,La Chinita International Airport,Maracaibo,Venezuela,CUR,Hato International Airport,Willemstad,Netherlands Antilles,M83
7I,MDE,Jose Maria Córdova International Airport,Rio Negro,Colombia,CUR,Hato International Airport,Willemstad,Netherlands Antilles,M83
7I,MIA,Miami International Airport,Miami,United States,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,M83
