airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment,flight
Vistara,TNG,Ibn Batouta Airport,Tanger,Morocco,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,320,UK-817
Vistara,TNG,Ibn Batouta Airport,Tanger,Morocco,BCN,Barcelona International Airport,Barcelona,Spain,320,UK-815
Vistara,TNG,Ibn Batouta Airport,Tanger,Morocco,BRU,Brussels Airport,Brussels,Belgium,320,UK-815
Air_India,TNG,Ibn Batouta Airport,Tanger,Morocco,LGW,London Gatwick Airport,London,United Kingdom,320,AI-537
GO_FIRST,TSF,Treviso-Sant'Angelo Airport,Treviso,Italy,CMN,Mohammed V International Airport,Casablanca,Morocco,320,G8-266
Vistara,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,LSP,Josefa Camejo International Airport,Paraguana,Venezuela,SH6,UK-801
Vistara,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,MAR,La Chinita International Airport,Maracaibo,Venezuela,SH6,UK-801
Air_India,CUR,Hato International Airport,Willemstad,Netherlands Antilles,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,SH6,AI-885
GO_FIRST,LSP,Josefa Camejo International Airport,Paraguana,Venezuela,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,SH6,G8-119
GO_FIRST,MAR,La Chinita International Airport,Maracaibo,Venezuela,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,SH6,G8-717
Vistara,BHK,Bukhara Airport,Bukhara,Uzbekistan,DME,Domodedovo International Airport,Moscow,Russia,734,UK-819
Vistara,DME,Domodedovo International Airport,Moscow,Russia,BHK,Bukhara Airport,Bukhara,Uzbekistan,734,UK-819
Vistara,DME,Domodedovo International Airport,Moscow,Russia,FEG,Fergana International Airport,Fergana,Uzbekistan,734,UK-706
Vistara,DME,Domodedovo International Airport,Moscow,Russia,KSQ,Karshi Khanabad Airport,Khanabad,Uzbekistan,734,UK-809
Vistara,DME,Domodedovo International Airport,Moscow,Russia,NMA,Namangan Airport,Namangan,Uzbekistan,734,UK-813
Vistara,DME,Domodedovo International Airport,Moscow,Russia,NVI,Navoi Airport,Navoi,Uzbekistan,734,UK-817
Vistara,DME,Domodedovo International Airport,Moscow,Russia,SKD,Samarkand Airport,Samarkand,Uzbekistan,734,UK-809
Vistara,DME,Domodedovo International Airport,Moscow,Russia,TIV,Tivat Airport,Tivat,Montenegro,SU9 73G,UK-813
GO_FIRST,FEG,Fergana International Airport,Fergana,Uzbekistan,DME,Domodedovo International Airport,Moscow,Russia,734,G8-1404
Air_India,KSQ,Karshi Khanabad Airport,Khanabad,Uzbekistan,DME,Domodedovo International Airport,Moscow,Russia,734,AI-439
Indigo,NMA,Namangan Airport,Namangan,Uzbekistan,DME,Domodedovo International Airport,Moscow,Russia,734,6E-2102
Air_India,NVI,Navoi Airport,Navoi,Uzbekistan,DME,Domodedovo International Airport,Moscow,Russia,734,AI-465
Indigo,SKD,Samarkand Airport,Samarkand,Uzbekistan,DME,Domodedovo International Airport,Moscow,Russia,734,6.00E-184
SpiceJet,TIV,Tivat Airport,Tivat,Montenegro,DME,Domodedovo International Airport,Moscow,Russia,SU9 73G,SG-3002
Indigo,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,AT5,6E-5018
Air_India,CAY,Cayenne-Rochambeau Airport,Cayenne,French Guiana,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,320,AI-401
Vistara,CUR,Hato International Airport,Willemstad,Netherlands Antilles,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,AT5,UK-839
Vistara,DOM,Douglas-Charles Airport,Dominica,Dominica,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,AT5,UK-833
GO_FIRST,DOM,Douglas-Charles Airport,Dominica,Dominica,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,AT5,G8-165
Vistara,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,CAY,Cayenne-Rochambeau Airport,Cayenne,French Guiana,320,UK-809
Vistara,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,AT5 320,UK-813
GO_FIRST,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,AT5,G8-237
Air_India,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,SLU,George F. L. Charles Airport,Castries,Saint Lucia,AT5,AI-762
Air_India,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,AT5,AI-764
Vistara,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,DOM,Douglas-Charles Airport,Dominica,Dominica,AT5,UK-673
Vistara,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,AT5 320,UK-627
Vistara,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,SBH,Gustaf III Airport,Gustavia,France,DHT,UK-705
Air_India,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,AT5,AI-406
Air_India,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,AT5,AI-9809
Air_India,SBH,Gustaf III Airport,Gustavia,France,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,DHT,AI-512
GO_FIRST,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,AT5,G8-286
GO_FIRST,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,AT5,G8-286
Vistara,SLU,George F. L. Charles Airport,Castries,Saint Lucia,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,AT5,UK-847
Air_India,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,DOM,Douglas-Charles Airport,Dominica,Dominica,AT5,AI-411
Vistara,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,AT5,UK-737
Vistara,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,AT5,UK-705
Air_India,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,330,AI-877
SpiceJet,CKG,Chongqing Jiangbei International Airport,Chongqing,China,HKT,Phuket International Airport,Phuket,Thailand,321,SG-8803
SpiceJet,CKG,Chongqing Jiangbei International Airport,Chongqing,China,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,330,SG-8157
SpiceJet,CKG,Chongqing Jiangbei International Airport,Chongqing,China,TSA,Taipei Songshan Airport,Taipei,Taiwan,320,SG-8169
Vistara,CTU,Chengdu Shuangliu International Airport,Chengdu,China,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,320,UK-927
Vistara,CTU,Chengdu Shuangliu International Airport,Chengdu,China,HKT,Phuket International Airport,Phuket,Thailand,321,UK-995
Vistara,CTU,Chengdu Shuangliu International Airport,Chengdu,China,ICN,Incheon International Airport,Seoul,South Korea,321,UK-963
GO_FIRST,CTU,Chengdu Shuangliu International Airport,Chengdu,China,MEL,Melbourne International Airport,Melbourne,Australia,330,G8-334
GO_FIRST,CTU,Chengdu Shuangliu International Airport,Chengdu,China,TSA,Taipei Songshan Airport,Taipei,Taiwan,320,G8-346
GO_FIRST,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,CTU,Chengdu Shuangliu International Airport,Chengdu,China,320,G8-338
GO_FIRST,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,YIH,Yichang Sanxia Airport,Yichang,China,320,G8-323
Indigo,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,ZHA,Zhanjiang Airport,Zhanjiang,China,319,6E-5001
Indigo,HKT,Phuket International Airport,Phuket,Thailand,CKG,Chongqing Jiangbei International Airport,Chongqing,China,321,6.00E-218
Indigo,HKT,Phuket International Airport,Phuket,Thailand,CTU,Chengdu Shuangliu International Airport,Chengdu,China,321,6E-6278
Indigo,ICN,Incheon International Airport,Seoul,South Korea,CTU,Chengdu Shuangliu International Airport,Chengdu,China,321,6E-5328
AirAsia,KMG,Kunming Changshui International Airport,Kunming,China,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,320,I5-764
Air_India,MEL,Melbourne International Airport,Melbourne,Australia,CTU,Chengdu Shuangliu International Airport,Chengdu,China,330,AI-887
Air_India,NNG,Nanning Wuxu Airport,Nanning,China,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,320,AI-665
Air_India,PVG,Shanghai Pudong International Airport,Shanghai,China,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,330,AI-805
Air_India,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,NNG,Nanning Wuxu Airport,Nanning,China,320,AI-624
GO_FIRST,SHE,Taoxian Airport,Shenyang,China,YVR,Vancouver International Airport,Vancouver,Canada,330,G8-103
GO_FIRST,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,330,G8-113
Air_India,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,PVG,Shanghai Pudong International Airport,Shanghai,China,330,AI-441
Vistara,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,CKG,Chongqing Jiangbei International Airport,Chongqing,China,330,UK-985
SpiceJet,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,KMG,Kunming Changshui International Airport,Kunming,China,320,SG-8709
SpiceJet,TSA,Taipei Songshan Airport,Taipei,Taiwan,CKG,Chongqing Jiangbei International Airport,Chongqing,China,320,SG-8483
Vistara,TSA,Taipei Songshan Airport,Taipei,Taiwan,CTU,Chengdu Shuangliu International Airport,Chengdu,China,320,UK-977
GO_FIRST,YIH,Yichang Sanxia Airport,Yichang,China,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,320,G8-336
GO_FIRST,YVR,Vancouver International Airport,Vancouver,Canada,SHE,Taoxian Airport,Shenyang,China,330,G8-330
Vistara,ZHA,Zhanjiang Airport,Zhanjiang,China,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,319,UK-945
Air_India,CAI,Cairo International Airport,Cairo,Egypt,TLV,Ben Gurion International Airport,Tel-aviv,Israel,E70,AI-868
GO_FIRST,TLV,Ben Gurion International Airport,Tel-aviv,Israel,CAI,Cairo International Airport,Cairo,Egypt,E70,G8-392
Indigo,NCU,Nukus Airport,Nukus,Uzbekistan,VKO,Vnukovo International Airport,Moscow,Russia,73G,6E-2022
Indigo,VKO,Vnukovo International Airport,Moscow,Russia,NCU,Nukus Airport,Nukus,Uzbekistan,73G,6E-2154
Indigo,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,AT7,6E-6202
Indigo,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,AT7,6E-5041
Indigo,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,AT7,6E-2046
Indigo,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,AT7,6E-549
Vistara,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,MCT,Muscat International Airport,Muscat,Oman,313,UK-933
Vistara,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,BKK,Suvarnabhumi Airport,Bangkok,Thailand,AT7,UK-683
AirAsia,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,AT7,I5-747
Air_India,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DXB,Dubai International Airport,Dubai,United Arab Emirates,313,AI-475
Indigo,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,313,6E-2373
Vistara,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,KTM,Tribhuvan International Airport,Kathmandu,Nepal,AT7,UK-829
SpiceJet,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,AT7,SG-2976
Air_India,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,MCT,Muscat International Airport,Muscat,Oman,313,AI-531
GO_FIRST,DXB,Dubai International Airport,Dubai,United Arab Emirates,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,313,G8-719
Indigo,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,313,6E-369
Vistara,KTM,Tribhuvan International Airport,Kathmandu,Nepal,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,AT7,UK-871
Vistara,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,AT7,UK-879
Vistara,MCT,Muscat International Airport,Muscat,Oman,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,313,UK-871
Indigo,MCT,Muscat International Airport,Muscat,Oman,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,313,6E-2168
Indigo,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,777,6E-2193
Air_India,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,777,AI-9643
Vistara,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,JFK,John F Kennedy International Airport,New York,United States,777,UK-859
Vistara,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,MIA,Miami International Airport,Miami,United States,777 763,UK-815
SpiceJet,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,763,SG-2976
Indigo,JFK,John F Kennedy International Airport,New York,United States,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,777,6E-2193
Indigo,MIA,Miami International Airport,Miami,United States,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,777 763,6.00E-152
Air_India,MIA,Miami International Airport,Miami,United States,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,763,AI-479
Indigo,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,763,6.00E-181
SpiceJet,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,MIA,Miami International Airport,Miami,United States,763,SG-2277
GO_FIRST,BOG,El Dorado International Airport,Bogota,Colombia,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320,G8-286
GO_FIRST,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,SAT,San Antonio International Airport,San Antonio,United States,320,G8-119
Air_India,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,320,AI-504
Air_India,GUA,La Aurora Airport,Guatemala City,Guatemala,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320,AI-504
Air_India,HAV,José Martí International Airport,Havana,Cuba,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320,AI-803
GO_FIRST,JFK,John F Kennedy International Airport,New York,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320,G8-717
Vistara,LAS,McCarran International Airport,Las Vegas,United States,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,320,UK-879
Air_India,LAS,McCarran International Airport,Las Vegas,United States,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,320,AI-9645
Vistara,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,BOG,El Dorado International Airport,Bogota,Colombia,320,UK-951
Air_India,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,GUA,La Aurora Airport,Guatemala City,Guatemala,320,AI-803
Vistara,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,HAV,José Martí International Airport,Havana,Cuba,320,UK-627
Indigo,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,JFK,John F Kennedy International Airport,New York,United States,320,6E-2092
Indigo,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MIA,Miami International Airport,Miami,United States,320,6E-5018
AirAsia,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,SAT,San Antonio International Airport,San Antonio,United States,320,I5-784
Vistara,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,SJO,Juan Santamaria International Airport,San Jose,Costa Rica,320,UK-899
GO_FIRST,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,320,G8-1404
GO_FIRST,MIA,Miami International Airport,Miami,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320,G8-1404
Air_India,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,LAS,McCarran International Airport,Las Vegas,United States,320,AI-9911
Vistara,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,SAT,San Antonio International Airport,San Antonio,United States,320,UK-801
SpiceJet,SAT,San Antonio International Airport,San Antonio,United States,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,320,SG-3002
Indigo,SAT,San Antonio International Airport,San Antonio,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320,6E-5063
Air_India,SAT,San Antonio International Airport,San Antonio,United States,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,320,AI-411
Vistara,SAT,San Antonio International Airport,San Antonio,United States,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,320,UK-809
Vistara,SJO,Juan Santamaria International Airport,San Jose,Costa Rica,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320,UK-809
Vistara,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,320,UK-809
Indigo,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320,6E-2102
Vistara,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,LAS,McCarran International Airport,Las Vegas,United States,320,UK-637
Vistara,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,SAT,San Antonio International Airport,San Antonio,United States,320,UK-835
Vistara,DEL,Indira Gandhi International Airport,Delhi,India,HEA,Herat Airport,Herat,Afghanistan,320,UK-835
Vistara,DEL,Indira Gandhi International Airport,Delhi,India,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,320,UK-833
GO_FIRST,DXB,Dubai International Airport,Dubai,United Arab Emirates,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,319,G8-266
Air_India,HEA,Herat Airport,Herat,Afghanistan,DEL,Indira Gandhi International Airport,Delhi,India,320,AI-764
Vistara,HEA,Herat Airport,Herat,Afghanistan,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,319,UK-899
Vistara,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,HEA,Herat Airport,Herat,Afghanistan,319,UK-813
Vistara,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,319,UK-813
Vistara,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,DEL,Indira Gandhi International Airport,Delhi,India,320,UK-813
Indigo,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,DXB,Dubai International Airport,Dubai,United Arab Emirates,319,6E-2338
Vistara,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,319,UK-815
